Date of Error/Warning,IRP or IFTA,Warning or Error,Message,VIN,License Plate,IRP Account #,Validated Data,Follow-up
04/19/2017,IFTA,Warning,IFTA DOT Number is not valid dot number.,TN009556513,NA,NA,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IFTA,Warning,IFTA DOT Number is not valid dot number.,TN009794956,NA,NA,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IFTA,Warning,IFTA DOT Number is not valid dot number.,TN001801378,NA,NA,IFTA_CARRIER_ID_NUMBER is 4589633
04/19/2017,IFTA,Warning,IFTA DOT Number is not valid dot number.,TN003552025,NA,NA,IFTA_CARRIER_ID_NUMBER is 9999999
04/19/2017,IFTA,Warning,IFTA DOT Number is not valid dot number.,TN004594642,NA,NA,IFTA_CARRIER_ID_NUMBER is 4724406
04/19/2017,IFTA,Warning,IFTA DOT Number is not valid dot number.,TN006251883,NA,NA,IFTA_CARRIER_ID_NUMBER is 7777777
04/19/2017,IFTA,Warning,IFTA DOT Number is not valid dot number.,TN009979398,NA,NA,IFTA_CARRIER_ID_NUMBER is 250113
04/18/2017,IRP,Warning,VIN has invalid check digit (9 th character),1FUJAPCL83DL92187,G5774HY,TN,VIN is 1FUJAPCL83DL92187
04/18/2017,IRP,Warning,VIN has invalid check digit (9 th character),1FUJGLDR6ASAK8937,G5781HY,TN,VIN is 1FUJGLDR6ASAK8937
04/18/2017,IRP,Warning,VIN has invalid check digit (9 th character),1XKY049X9G5475671,G2638HY,TN,VIN is 1XKY049X9G5475671
04/18/2017,IRP,Warning,VIN has invalid check digit (9 th character),1Z9M8GK3XEV162146,G5772HY,TN,VIN is 1Z9M8GK3XEV162146
04/18/2017,IRP,Warning,VIN has invalid check digit (9 th character),2FUJA6CKXADAR7103,G5775HY,TN,VIN is 2FUJA6CKXADAR7103
04/18/2017,IRP,Warning,"VIN should be 17 characters and exclude the letters I,O, and Q",IXKYD49X6EJ411889,K172HY,TN,VIN is IXKYD49X6EJ411889
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
04/19/2017,IRP,Error,Older than existing data,,,TN,Current update date: 2017-04-17. New update date: 2017-04-15
